,job_title,company_name,job_location,date,job_description,Big Data,C/C++,Cloud,Data Mining/Analytics,DevOps,Excel,Java/Scala,MATLAB,Machine Learning,Math,NLP,Python,R,REST,RapidMiner,Ruby,SAS,SPSS,SQL/databases,Stata,Visualisation,communication,consulting,leadership,problem solving,project_management
197,"Research Scientist, Google AI",Google,"Toronto, ON",30 days ago,"Note: By applying to this position your application is automatically submitted to the following locations: Montreal, QC, Canada; Toronto, ON, Canada

Minimum qualifications:
PhD in Computer Science, related technical field, or equivalent practical experience.

Experience in Natural Language Understanding, Computer Vision, Machine Learning, Algorithmic Foundations of Optimization, Data Mining or Machine Intelligence (Artificial Intelligence).

Programming experience in one or more of the following: C, C++, Python.

Experience contributing to research communities and/or efforts, including publishing papers in machine learning venues (e.g: JMLR, ICLR, NIPS, ICML, ACL and CVPR).

Preferred qualifications:
Relevant work experience, including full time industry experience or as a researcher in a lab.

Developed publication record.

Ability to design and execute on research agenda.
About the job
We do research differently here at Google. Our team of Research Scientists aren't cloistered in a secret lab but are embedded throughout the engineering organization, allowing them to setup large-scale tests and deploy promising ideas quickly and broadly. Ideas may come from internal projects as well as from collaborations with research programs at partner universities and technical institutes all over the world. From creating experiments and prototyping implementations to designing new architectures, Research Scientists work on real-world problems including artificial intelligence, data mining, natural language processing, hardware and software performance analysis, improving compilers for mobile platforms, as well as core search and much more. But you stay connected to your research roots as an active contributor to the wider research community by partnering with universities and publishing papers.

Research Scientists at Google work closely with Software Engineers to discover, invent, and build at the largest scale. Ideas may come from internal projects as well as from collaborations with researchers at partner universities and technical institutes all over the world. From creating experiments and prototyping implementations to designing new learning algorithms, Research Scientists work on challenges in machine perception, data mining, machine learning, and natural language understanding. As a Google Research Scientist, you will continue to be an active contributor to the wider research community by collaborating with academic researchers and by publishing papers.

The Google AI team’s research focuses on methods that can learn multiple layers of rich, non-linear feature extractors and can scale to large amounts of data. Much of our work is best understood as part of the deep learning subfield of machine learning, but we are interested in any methods capable of efficient and effective feature learning that get good results on challenging problems. We have resources and access to projects impossible to find elsewhere. Our broad and fundamental research goals allow us to collaborate closely with and–contribute uniquely to–many different product teams across the company.
There is always more information out there, and the Research and Machine Intelligence team has a never-ending quest to find it and make it accessible. We're constantly refining our signature search engine to provide better results, and developing offerings like Google Instant, Google Voice Search and Google Image Search to make it faster and more engaging. We're providing users around the world with great search results every day, but at Google, great just isn't good enough. We're just getting started. Responsibilities

Participate in cutting edge research in machine intelligence and machine learning applications.

Develop solutions for real world, large scale problems.
At Google, we don’t just accept difference—we celebrate it, we support it, and we thrive on it for the benefit of our employees, our products and our community. Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by emailing candidateaccommodations@google.com .",0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
198,Head of Data & Analytics,WestJet,"Toronto, ON",30+ days ago,"Looking for a great place to work? A place where an award-winning culture means empowerment, teamwork and a passion for what you do? Then think WestJet. It's a great place to land.

WestJet is an organization recognized by its delivery of a remarkable guest experience resulting in us achieving over $3B in sales. In order for our best-in-class airline to be this successful, we require the skills and talents of professionals like you to ensure our ongoing growth. In an industry that is dominated by legacy competitors, you have the opportunity to build your career with an organization driven by progressive strategies, leadership and practices. If you are looking to break out of the status quo by joining a company with a strong growth plan, which consistently ranks as one of the most profitable airlines in the world, and which has a vision to be a top five international airline, WestJet is the place for you!



As WestJet becomes more complex and dynamic, we are seeking a proven leader in data and analytics reporting into our Digital and Innovation team. This individual can exhibit a high standard of excellence, enjoys challenges, and is results-driven. The incumbent must be highly motivated and demonstrate the ability to work in an agile environment. The successful candidate will bring an insightful vision and will actively participate in long term strategic planning ensuring data and analytics are in place to address complex business needs.

Playing a key role within our Performance & Analytics group, you’ll bring your technical expertise, business acumen, strategic and analytical thinking to deliver key actionable insights. The lead of data & analytics is responsible for the entire digital insights portfolio as it relates to data analytics, user research and performance optimization. You will build, lead and develop a talented team that can provide daily insights into business performance, marketing activities, product impacts, and the voice of the guest. This role can be positioned in Calgary AB, or Toronto ON.

Responsibilities:
Lead all reporting, analysis and measurements ensuring a high quality, accurate and consistent output of data and insights.
Monitor end-to-end performance, traffic and user behavior reporting on changes, anomalies and business impacts.
Bring data to the center of WestJet, sharing key insights and KPIs that will enable the business to make proactive and informed decisions.
Build clear and digestible executive reports and dashboards for business and commercial reviews, reporting on revenue, cost savings and guest experience.
In collaboration with IT, propose, build and implement against a technology roadmap as it relates to necessary data solutions that will support daily operations, future business needs and a 360 view of the guest.
Drive improvement and performance by providing recommendations for digital enhancements.
Oversee and reinforce data strategy, governance, standards and best practices.
Develop predictive models.
Work with business stakeholders such as Pricing & Revenue, Contact Centre, Loyalty and Marketing to share and leverage actionable insights.
Share and present weekly, monthly and quarterly reports to leadership, breaking the material into a digestible format for all audience types, providing impactful insights and recommendations.
Manage the operational budget and vendor relationships, with ongoing reporting and reviews.
Manage scheduled and ad hoc reporting needs of the organization, as well as provide support to stakeholders on the use of data analytics tools.
Build data visualization dashboards.
Oversee A/B testing strategies, competitive analysis and user research.
Lead and develop a multidisciplinary team of analysts, researchers and designers.

Professional Qualifications:
Bachelor’s degree or higher (Masters) in Information Computer Science, Engineering, Business, Statistics or Math, HCI or other quantitative discipline.
10+ years of diverse analytical experience helping drive business growth and developing end-to-end customer insights.
Experience with data mining and visualization tools such as Power BI, Tableau, Medallia and Adobe Analytics.
Experience with user testing, session replay, A/B testing tools and Cognos an asset.
Strong passion in uncovering strategic opportunities and solving business problems.
Experience in data solution implementation.
Ability to collaborate with internal stakeholders: Information Technology and Business Intelligence.
Excellent communications skills with both technical and non-technical colleagues, at all levels in the organization.
Proven ability to lead, develop and coach a diverse team of analysts, scientists and researchers.
Strong problem solving and analytical skills.
Strong organization skills and attention to detail.
Ability to work in a fast paced, demanding, and fluid environment.

We would like to thank all applicants in advance for their interest in WestJet. We believe in enriching the lives of everyone in WestJet's world and encourage applications from all qualified individuals. Our ongoing efforts toward evolving total diversity will continue to be the way we do business every day. As owners, we believe in celebrating everyone’s unique skills, perspectives and experiences. WestJet is committed to inclusiveness, equity and accessibility. We encourage all qualified candidates to apply.

If you inspire greater creativity and innovation towards reaching new altitudes and meet the qualifications for the position in which you are interested, we welcome you to complete an online application. WestJet is a great place to land - powered by Talent and Growth.

At WestJet, the safety and security of our people and our guests is a core value and at the heart of what we do. As safety and security is a shared responsibility, it is expected that you will utilize safe work practices to ensure your well-being and the safety of others.",0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0
199,"Senior Data Scientist, Advanced Analytics - Toronto, ON",Scotiabank,"Toronto, ON",2 days ago,"Requisition ID: 50384
Join the Global Community of Scotiabankers to help customers become better off.
Job Purpose:
The Data Scientist role in the Corporate Functions Analytics team is designed for individuals with a curiosity for deriving insights out of data and applying them to address business opportunities, in partnership with global teams and business lines driving innovation and advanced analytics across the Bank.
The Sr. Data Scientist will lead key projects, in an agile rapid lab environment, aimed at accelerating benefits for customers and the bank, leveraging enterprise-level data management tools and advanced analytics. She/he will work closely with Global teams, business lines, Digital Banking and technology to apply advanced analytics techniques and tools, as well as explore ideas to enhance business opportunities utilizing advanced analytics and artificial intelligence.
The Sr. Data Scientist role requires rigorous logical thinking, curiosity, flexibility and great teamwork abilities, with a strong aptitude for understanding complex business problems and translating their deep technical knowledge into practical, implementable solutions that will drive high impact business value. Individuals should be able to consider end-to-end solutions and have the ability to work on all technical elements in an Analytics project from system architecture, through modeling of advanced artificial intelligence models, to the front end user interface and design.
The candidate will be at the intersection of math/stats, computer science, communication, the business line and the customer. She/he will take a leading role in agile rapid labs and strategy development to drive innovation and digital transformation throughout the Bank and Corporate Functions.
WHAT’S IN IT FOR YOU?
Opportunity to make an impact in the digital transformation of Scotiabank
Exposure to global teams and business lines where analytics techniques are being applied
Hands-on practical projects which provide an opportunity to gain new knowledge and develop skills
A compensation program with competitive salary, opportunities for annual performance incentives based on performance thresholds, a competitive benefits program and continuing education programs
Key Accountabilities:
Work in an Agile environment to deploy new credit solutions within 90-120 days
Coach a team of data scientist for analytics. This includes providing them guidance on how to work in agile environment, infuse analytics in building solutions and transforming the Bank’s digital capabilities, determine the analytics tools and technology that should be applied in each solution and coaching the team as they work with colleagues from across the organization.
Collaborate with business lines and other stakeholders and identify opportunities to drive business value by leveraging Data Science
Work collaboratively with data engineers, UX designers, digital marketing team and agile coaches to define analytics requirements for every scrum and map out an end-to-end solution
Help find solution on what and how to ingest massive volumes of structured and unstructured format data, model transform and store it in variety of data stores
Leverage distributed computing tools (e.g. Spark, Hadoop) for analysis, data mining and modeling
Collaborate with Data engineering to deploy models and algorithms in production, across business lines and geographies
Create and apply model and algorithm testing strategies to measure conduct multi-variate testing and A/B testing to measure effectiveness of models and make ongoing changes
Prepare detailed documentation to outline data sources, models and algorithms used and developed
Present results to business line stakeholders and help implement real data-driven changes
Lead Research & Development work focused on the effective application of design thinking and scalable advanced techniques to drive ideation and innovation
Collaborate with other Advanced Analytics teams and partners to define data engineering, visualization and machine learning best-practices
Be an integral part of the Advanced Analytics community for incubating ideas and use case acceleration in rapid labs across key markets through advisory, training and scalable solutions
Support analytical use-case delivery, as well as customer/financial benefits tracking and communication
Competencies and Experience:
Hands-on experience with Big Data ecosystem tools (e.g. Hive, Pig, Sqoop, Spark, Kafka) and experience with NoSQL databases (e.g., Hbase, Cassandra, Druid)
Production experience with experimental design, statistical analysis, machine learning and predictive modeling (e.g. cross-sell, upsell, attrition, acquisition and lookalike models)
Experience cleaning, transforming and visualizing large data sets working with various data formats (e.g. unstructured logs, XML, JSON, flat files, audio, image)
Working experience with machine learning and other AI techniques for strategy design
Experience with UNIX tools and shell scripting
Solid SQL skills for querying relational databases (e.g., SQL Server, DB2, MySQL)
Experience using and implementing visualization tools like D3, Tableau or Qlikview
Working experience of strategy optimization leveraging operations research principles would be an asset
Strong collaboration skills with ability to translate technical knowledge into business value
Effective communication skills with ability to prepare project documentation and presentations
Education:
University degree in relevant STEM discipline (Computer Sciences, Electrical/Computer/Software Engineering and Mathematics)
Location(s): Canada : Ontario : Toronto
As Canada’s International Bank, we are a leader when it comes to inclusion. We are a diverse and global team, speaking more than 100 languages with backgrounds from more than 120 countries. We value the unique skills and experiences each individual brings to the bank, and are committed to creating and maintaining an inclusive and accessible environment for everyone. Candidates selected for an interview will be contacted directly. If you require accommodation during the recruitment and selection process, please let us know. We will work with you to provide as seamless a recruitment experience as possible.",1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
200,Data Scientist Manager,Nulogy,"Toronto, ON",30+ days ago,"COMPANY OVERVIEW

Nulogy is a rare company. We value autonomy, mastery, and purpose for our employees and a highly transparent and honest culture. This has helped us be recognized repeatedly as one of AON Hewitt's Best Employers in Canada at their Platinum level — an award decided by anonymous employee surveys, not marketing spin. Our motto is: It's not just business, it's personal. After 16 years working together, the company's founders from the University of Waterloo are still all at Nulogy — and great friends!

Nulogy also has a solid business model, generating real revenue from huge concrete benefits provided to customers around the world serving the supply chains of household names like L'Oreal, Sony, Procter & Gamble, and Pfizer. We are still in the early stages of bold and transformative strategies that stretch far beyond where our business is today. For our rapid growth, Nulogy has won the Deloitte Fast 50 award where we were identified as one of the 200 fastest growing companies in North America.

By joining Nulogy, you will work in intelligent, high performance teams on very challenging problems that make real global impact.

YOUR MISSION

Provide a solid direction to a young and enthusiastic data science team. Identify groundbreaking solutions using Nulogy data and bring them to life through leveraging Machine learning techniques.

JOB PURPOSE

As a Data Science Manager at Nulogy, you will lead an ambitious Data Science team that is transforming the way Brands and their Contract Manufacturers and Packagers do business. You and your team of data engineers, machine learning engineers, and data analysts will work closely with product management to create solutions to complex problems using machine learning, and you will help bring these solutions to life.

KEY RESPONSIBILITIES


Research, develop and build machine learning models that generate insightful recommendations for customers
Mentor and supervise data scientists and engineers
Work alongside product management and other stakeholders to translate business requirements into machine learning functionality
Work alongside data and machine learning engineers to deploy models in production
Develop optimization algorithms to improve customers operations
Help distill complex machine learning products to various audiences
Identify machine learning opportunities across the Nulogy platform and communicate findings to the appropriate stakeholders
Develop domain expertise in supply chain

EDUCATION


Degree in Computer Science, Statistics, Math, Operations Research, Engineering or equivalent
MSc or PhD in related fields a big plus

EXPERIENCE


5+ years of industry experience working in the field of data science, machine learning and/or software engineering
Deep knowledge in machine learning, data mining and statistics
Extensive experience using Python (pandas, numpy, scikit-learn, etc.)
Expertise in optimization and scheduling algorithms
Experience working in an agile environment
Strong business acumen
Experience mentoring and/or supervising data scientists and engineers

NICE TO HAVE


Strong software engineering fundamentals

ABOUT YOU


You are an expert in Machine Learning
You are a creative problem solver
You are a team leader that thrives in a cross-functional and agile environment
You value autonomy, and are capable of owning data projects from start to finish
You are capable of narrating the story behind the data to a non-technical audience
You have great communication and interpersonal skills

Nulogy embraces diversity, and we recognize the need for teams that represent a variety of backgrounds, perspectives, and skills. The more inclusive we are, the better our work will be. We encourage everyone to apply.",0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
201,Senior Data Scientist - Shipping & Risk Algorithms,Shopify,"Ottawa, ON",30 days ago,"About the role

At Shopify, we empower 600,000+ entrepreneurs all over the world. For over 10 years we have been super driven when it comes to using data insights to help drive our product direction and make things better for our merchants.
We are looking for passionate and hard-working Data Scientists for both our Shipping and Risk Algorithms’ teams! Working closely with the Product team, you will help to drive optimization in this area through the development of machine learning models that are scaled across our entire merchant base.
Shipping
One incredibly important area of focus is Shipping costs. Shipping is usually one of the top marginal costs of running an online store. Working with our Shipping Services team, your work will help to optimize all areas of fulfillment which can have a huge impact on purchase conversion rates. One POWERFUL way to make commerce better for all of our merchants!
Risk Algorithms
Understanding a merchant’s future potential is critical to Shopify’s unfolding vision. Traditional commerce systems focus on risk, but Shopify cares about the full spectrum of value. The Risk team at Shopify is responsible for building the scalable systems that detect and prevent fraud for our merchants and their customers. They build automated systems that scale machine learning to analyze customer behaviour, incoming orders and financial transactions. Their algorithms also power Shopify Capital, which offers cash advances and loans to eligible merchants.
You will need to have :
Strong background in machine learning including experience implementing models at scale
Extensive experience using Python (including scikit-learn) or similar languages
Extensive experience analyzing data using SQL
It’d be great if you had :
Previous experience using Spark
Experience with statistical methods like regression, GLMs or experiment design and analysis
Exposure to Tableau, QlikView, Mode, Matplotlib, or similar data visualization tools
If you’re interested in helping Shopify shape the future of commerce, click the “Apply now” button to submit your application. Please address your cover letter to Solmaz.",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
202,Data Scientist Developer,Online Business Systems,"Winnipeg, MB",12 days ago,"We are seeking a Data Scientist Developer with expertise in ELT and or/BI toolsets to join our Technology Consulting team in Winnipeg. You will engage with a variety of different clients and amazing development teams to gather requirements, analyze, and consult with clients to lay a solid data foundation to perform robust analytics to achieve sustainable growth. You will have the opportunity to work on different assignments to build your technical skills and expertise in both ETL and BI as well as expand your consulting skills. You are a team player who has a desire to learn and grow in their career and help others do the same.

Critical Competencies for Success: Extract, Transform and Load (ETL) tools, Business Intelligence (BI) Tools, Coding, methodical data analysis, critical thinking, collaboration, and excellent presentation skills.

What you'll do


Design, develop, and test software and processes to implement schema and/or data quality changes to the Enterprise Data Warehouse.
Support decision-making where transformations should occur in developing new applications, such as ETL job, database, and application code, based on the business function being performed.
Design ETL process and data flow from source systems to data warehouse.
Develop and unit test ETL processes for optimal performance and pperformance-tune ETL mappings and report queries.
Design and develop Business Intelligence solutions to meet end user demands.
Utilize BI tools such as MicroStrategy and Power BI.
Review physical database objects including fact tables, dimensions, staging, materialized views, and indexes provided by data architects.
Maintain processes that load the legacy operational data store.
Diagnose, troubleshoot, and resolve application incidents that support third party reporting.
Estimate and track progress of assigned work.
Create and update relevant documentation.
Follow established practices, processes, and guidelines.
Keep current with relevant technologies.

What we'd like

A passion for data.
Strong understanding of data warehousing architectures, core concepts, methodologies, and best practices.
Experience with ETL tools, such as Ab Initio, Informatica, IBM DataStage, SAP Data Services and Microsoft SSIS is considered an asset.
Experience with BI reporting tools such as Microstrategy and Power BI.
Hands-on experience in tuning ETL jobs to reduce run-time and increase efficiency through code tuning, hardware deployment, and architecture changes.
Experience with multiple relational databases (Oracle, SQL Server), Oracle PL/SQL, and advanced SQL writing techniques is a must.
Familiarity with Kimball data warehouse and Dimensional Modelling concepts.
Experience with Windows, UNIX, and scripting tools (Korn shell, Python, PowerShell).
Knowledge of Software Development Lifecycle.
Ability to interact with clients and business users and analyze complex business requirements.
Detail oriented with analytical and problem-solving skills to recognize and identify issues and take proper action to resolve them.
Effective communication skills, both verbal and written, for creation of reports and support of end users.
Effective organizational skills with the ability to self-manage a fluctuating workload, with various situations and changing priorities.
Experience using collaboration tools, such as JIRA, Confluence is considered an asset.
Experience using source code management tools like GIT, SVN, etc. is considered an asset.
Up-to-date on latest technology trends.
Someone who shares our core values:
Caring & Empathy: We look out for each other.
Passion: We are energized by what we do.
Integrity: We do what's right.
Forward Thinking: We are always evolving.
Commitment & Perseverance: We finish what we start.

What you can expect from us

A fantastic work environment. Check us out on www.glassdoor.com ( http://www.glassdoor.com/ ).
Social events, staff meetings, and active Slack channels to keep you connected and collaborating with other Onliners.
A professional development program that is second to none. Every Onliner has an annual budget plus time (outside of allotted vacation) that they are expected to put toward courses, conferences, exams, etc.
The consultant's life – fast-paced and challenging with exposure to a variety of industries and technologies.
Competitive compensation, benefits, and work life balance.
Opportunity to work with Career Mentors who assist with career planning and professional development.
An office on Bannatyne Avenue in the Exchange District to come home to when you're not on a client site. We're located just steps from the river and a beautiful walking path, as well as from a bus stop. We provide a small on-site gym and locked bike storage, and our kitchen is always stocked with free coffee and fruit and an assortment of snacks for those 2:00PM sugar cravings.

About us

Online is a Digital Transformation and Cybersecurity consultancy. Businesses today are under pressure to transform to remain relevant – at the same time there is unprecedented opportunity to innovate, and achieve incredible things never seen before – securely.

We combine the best technology, business, and security practices, and lead Clients through the transformation process. Onliners engage our Clients' vision, embrace the challenge of creating something new, and then push the boundaries to deliver. Not just information technology and security, but processes and people as well – which is the hard part. Results. Guaranteed.

Online was founded in 1986, and our founder, Chuck Loewen, is still President and CEO today. Chuck has always believed in treating our employees (we call ourselves Onliners) and our Clients as guests in his home, and this philosophy permeates our company. We place great emphasis on our culture, always striving to be a great place to work and a great place for our Clients to work with. We look for ways every day to be better than we were the day before, and we are proud to have made the ""Best Workplaces in Canada"" list for the past 12 consecutive years. There are no signs of slowing down as we look to create new opportunities for Onliners.",0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
203,Director of Data Science,Janalta Interactive,"Edmonton, AB",1 day ago,"About company

AltaML is a fast-growing startup that focuses on applied ML. We partner with industry to co-develop AI/ML powered products. We are experts in ML commercialization and help our industrial partners gain a competitive advantage by combining their data and domain expertise with our analytics and ML proficiency. Our Downtown office is located in the heart of the innovation district. Data informs our every move, and we aim to work quickly, collaboratively and creatively.

Who we are looking for:
Our core values speak volumes about who we are and how we work:

Humble – Listen to the data
Happy – Tap-dance to work
Gritty – Be persistent, not complacent
Agile – Make small bets, then iterate

Our current and future employees:
express our core values

are hungry for knowledge

want to learn new skills

are respectful

collaborate with others across the whole company

share knowledge with coworkers

educate and promote AI and ML concepts both internally and externally

have a high work ethic and are self-motivated

What we have to offer for you

You will be able to experience a silicon valley like company culture. Your work will be applied and will have a high impact on our clients and Alberta’s economy. We work with multiple industries so you will gain experience and domain expertise working on data that comes from different fields. You will be working with people with multiple years of industrial and academic experience in data science, software engineering, and machine learning fields. To solve the problems we apply various ML techniques from traditional Machine Learning and Data Mining algorithms, through to vision, Deep Learning, Information Extraction, advanced NLP and conversational agents.

We also have fun. We believe in working hard, getting the job done and enjoying a beer on Fridays. You’ll also get flexibility in where you work, what hours you work, how much vacation you take, and what you wear. We expect hard work but respect work/life balance.

Job role:
As Director of Data Science you play a crucial role in making sure we grow our team and develop best practices to advance ML projects and deliver value to customers. Your primary responsibilities will be to manage and mentor a team of Data Scientists and to make sure we have a high performing culture and best work practices. You will work with a team of talented Data Scientists and will be responsible for making sure the team grows and people are progressing in their careers.

Responsibilities:
Set the direction for building a high performing culture of data scientists and ML engineers

Create the best possible environment for applied research and development.

Provide mentorship and supervision to the Data Science team

Be a community leader that promotes the company and ML/AI

Oversee the team budget

Minimum Requirements:
8+ years of relevant academic and industrial experience

Degree in Comp Sci, Comp Eng, Statistics, or related field

Experience in managing Data Science teams

Experience in conducting and managing AI/ML projects

Expertise with Machine Learning and Data Mining concepts and techniques",0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
207,Epidemiologist,Ontario Agency for Health Protection and Promotion (Public Health of Ontario),"Toronto, ON",9 days ago,"$67,020 a yearOverview

Position Title: Epidemiologist
Department: Health Promotion, Chronic Disease, and Injury Prevention
Duration: Temporary FT 12 to 14 months, externally funded
Location: 480 University Avenue
Compensation Group: AMAPCEO
Salary: $67, 020 to $94, 357
Position Status: OPEN
Internal applicants to be considered first
Hours of Work: 36.25 per week
Posting Date: January 11 , 2019
Closing Date: January 25, 2019

The Epidemiologist is responsible for providing specialized epidemiological services to a research team within the department of Health Promotion, Chronic Disease, and Injury Prevention on a research project: ”Examining the impact of alcohol warning labels on adult drinkers’ awareness of alcohol-related health risks and ability to make more informed and safer drinking choices”. The primary objective of the project is to conduct the first controlled pre-post quasi-experimental study in Canada to test, in the real-world, the impact of posting warning labels on all alcohol containers sold in liquor stores. The data sources for this project include liquor store transaction and longitudinal survey data.
Responsibilities

Works under the general guidance of the Scientist to coordinate all aspects of the project.Provides analytical expertise to support research team’s data, information, knowledge and support goals.Collaborates with internal and external partners to develop data analysis plans.Assists in the preparation of grant submissions and knowledge translation activities, including the preparation of peer-reviewed manuscripts and conference presentations related to ongoing findings of the study.Contributes methodological expertise.Performs other duties as assigned.
Requirements

Master’s degree in epidemiology or related field.Minimum 2 - 4 years of experience as an epidemiologist in a public health or related settingExperience in analysis and interpretation of survey data.Experience in public health research.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
210,Senior Data Scientist- Retail Algorithms,Shopify,"Toronto, ON",30+ days ago,"About the role

At Shopify, we empower 500,000+ entrepreneurs all over the world. We're looking for hard-working, passionate people to help us make commerce better. For over 10 years we have been super driven when it comes to using data insights to help drive our product direction and make things better for our merchants.
The retail world is continually evolving and what it looked like 5 years ago is drastically different than what it looks like today. A key element in helping our merchants to evolve with the retail industry, is the unprecedented amount data and the advances in technology that help us understand how buyers discover and experience shopping in person. We are looking for a Senior Data Scientist to join our Retail Algorithms team and help shape the insights and algorithms that will enable merchants to adapt to the ever changing retail landscape.
You'll Need to Have:
Understanding of dimensional modelling concepts and database design or experience with feature engineering
Experience with statistical methods like regression, GLMs or experiment design and analysis
Extensive experience using Python (including scikit-learn) or similar languages
Extensive experience analyzing data using SQL
It'd be great if you had:
Strong background in machine learning including experience implementing models at scale
Knowledge of the retail or fulfillment industries
Previous experience using Spark
Exposure to Tableau, QlikView, Mode, Matplotlib, or similar data visualization tools
If you’re interested in helping Shopify shape the future of commerce, click the “Apply now” button to submit your application. Please address your cover letter to Rebecca.",1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
211,Senior Data Scientist,Guavus,"Montréal, QC",11 days ago,"Guavus provides dynamic solutions for data-rich businesses, so that they can gain a competitive advantage in creating more meaningful customer experiences.

A Sr. Data Scientist at Guavus is responsible for creating technologies to analyze extremely large volumes of data producing actionable insights for timely decision making by our customers. A person in this role will be responsible for building machine learning models from multiple data sources in order to provide advanced analytics and reporting. The ideal candidate should have skills to quickly select the best analytics approach, perform a proof of value and write production quality code to move the research into production. The role requires exceptional coding skills along with the analytics experience to productively collaborate with our team of scientists and engineers in providing cutting edge, real-time analytics solutions to customers worldwide.

This is an exciting, technical role is based in our Montreal office. It is focused on enabling our customers to create real, practical value through advanced analytics on their streaming data. Our customers – primarily large telecom service providers – use Guavus’ analytics to increase revenues or reduce costs by better network optimization, customer experience optimization, churn management,

Job Responsibilities:

Identify state of the art techniques to solve challenging predictive analytics problems
Create machine learning pipelines, including feature engineering, to analyze terabytes of structured and semi-structured data sets
Quickly design and conduct experiments to showcase proof of value
Build analytics modules using Python / Scala
Integrate analytics modules into Guavus’ real-time analytic platform and update the core machine learning functionalities in our product lines leveraging Python/ Scala.
Work closely with other team members in converting the business problem definition into validated results with customers
Must be self-driven and capable of prioritizing, organizing, and managing
Desired Skills:

The ideal candidate will have a strong academic background with development experience in R/Python or Java/Scala (a big plus) with good command over data pipelining, linear algebra and statistics libraries.
3 -5 years of experience in analyzing large volumes of data in building predictive models is desirable
Exposure to analytics techniques such as outlier detection, classification (RF, NB, etc.), regression, regularization, clustering, dimension reduction (PCA, etc.), reinforcement learning, stochastic methods (ARIMA, HMM, RNN, etc.), hypothesis testing will be a big plus.
Experience with data science toolkits: pandas, scikit-learn, Jupyter, Anaconda, spark-ml, etc.
Good understanding of calculus, linear algebra, and applied statistics
Good understanding of CS fundamentals such as data structures and algorithms, functional programming, cluster computing, etc. and the ability to quickly translate ideas to efficient, elegant code
Experience in high volume data scenarios and hands on knowledge of distributed systems such as Hadoop and Spark will be a big plus
Education:
Bachelor’s degree, but graduate degree preferred, in Computer Science, Engineering, Mathematics or other science field with a dissertation supported by data analysis.",1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
